,Speaker,Speaker Party,"('allgemein', 'volksinitiativ')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'or')","('aussenpolit', 'kommission')","('bilateral', 'abkomm')","('bitt', 'antrag')","('bitt', 'deshalb')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'villig')","('d', 'h')","('darum', 'geht')","('de', 'dardel')","('drei', 'jahr')","('einseit', 'massnahm')","('erneuerbar', 'energi')","('europa', 'union')","('flankier', 'massnahm')","('flughaf', 'zurich')","('folg', 'geb')","('frag', 'herrn')","('fried', 'sicherheitspolit')","('ganz', 'klar')","('ganz', 'schweiz')","('ganz', 'wichtig')","('geht', 'darum')","('geltend', 'recht')","('gemass', 'artikel')","('herr', 'kolleg')","('herr', 'schluer')","('initiativ', 'folg')","('inn', 'sich')","('kanton', 'uri')","('kanton', 'zurich')","('kenntnis', 'nehm')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('konstruktiv', 'referendum')","('konsumentinn', 'konsument')","('mehr', 'benotigt')","('mehr', 'geld')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mieterinn', 'miet')","('million', 'frank')","('mind', 'i')","('mind', 'ii')","('mocht', 'daran')","('nach', 'jahr')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('neu', 'steu')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('pro', 'helvetia')","('pro', 'jahr')","('servic', 'public')","('spfraktion', 'bitt')","('spfraktion', 'mocht')","('spfraktion', 'unterstutzt')","('st', 'gall')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'stimmt')","('svpfraktion', 'unterstutzt')","('uns', 'kommission')","('vier', 'jahr')","('vorstoss', 'rahm')","('zweit', 'etapp')","('zweit', 'saul')"
21,J. Alexander Baumann,Schweizerische Volkspartei (SVP),0.0,0.01079136690647482,0.007194244604316547,0.02158273381294964,0.014388489208633094,0.0,0.039568345323741004,0.13309352517985612,0.025179856115107913,0.0035971223021582736,0.0035971223021582736,0.017985611510791366,0.0,0.017985611510791366,0.0035971223021582736,0.0,0.02158273381294964,0.01079136690647482,0.0035971223021582736,0.02158273381294964,0.0,0.0,0.0,0.0035971223021582736,0.0,0.07194244604316546,0.007194244604316547,0.0,0.0035971223021582736,0.0,0.0,0.050359712230215826,0.039568345323741004,0.017985611510791366,0.0035971223021582736,0.0,0.04316546762589928,0.014388489208633094,0.0,0.0,0.007194244604316547,0.01079136690647482,0.0,0.0539568345323741,0.0,0.0,0.0,0.0,0.017985611510791366,0.01079136690647482,0.0,0.07553956834532374,0.014388489208633094,0.01079136690647482,0.0,0.007194244604316547,0.01079136690647482,0.0,0.01079136690647482,0.0,0.0,0.10431654676258993,0.0,0.0035971223021582736,0.0035971223021582736,0.0,0.0,0.0,0.0,0.01079136690647482,0.007194244604316547,0.0,0.0,0.0,0.0,0.0035971223021582736,0.0,0.0,0.01079136690647482,0.0035971223021582736,0.007194244604316547,0.0,0.0,0.0035971223021582736
22,Jakob Freund,Schweizerische Volkspartei (SVP),0.0,0.0,0.015037593984962405,0.045112781954887216,0.007518796992481203,0.0,0.11278195488721804,0.015037593984962405,0.0,0.0,0.0,0.022556390977443608,0.0,0.03007518796992481,0.0,0.015037593984962405,0.022556390977443608,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.007518796992481203,0.0,0.015037593984962405,0.0,0.0,0.0,0.015037593984962405,0.0,0.007518796992481203,0.007518796992481203,0.0,0.12781954887218044,0.0,0.0,0.015037593984962405,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.03007518796992481,0.0,0.15037593984962405,0.03007518796992481,0.0,0.0,0.015037593984962405,0.0,0.0,0.03007518796992481,0.0,0.022556390977443608,0.06015037593984962,0.045112781954887216,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.022556390977443608,0.007518796992481203,0.015037593984962405,0.0,0.007518796992481203,0.0,0.015037593984962405,0.0,0.0,0.007518796992481203,0.007518796992481203,0.0,0.0,0.015037593984962405,0.0
23,Jean Henri Dunant,Schweizerische Volkspartei (SVP),0.0,0.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Josef Kunz,Schweizerische Volkspartei (SVP),0.0,0.0,0.06666666666666667,0.14814814814814814,0.0,0.0,0.0,0.02962962962962963,0.0,0.0,0.0,0.014814814814814815,0.007407407407407408,0.0,0.0,0.0,0.014814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.007407407407407408,0.007407407407407408,0.007407407407407408,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02962962962962963,0.0,0.17037037037037037,0.05185185185185185,0.022222222222222223,0.0,0.007407407407407408,0.0,0.0,0.1111111111111111,0.007407407407407408,0.0,0.0,0.0,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.05925925925925926,0.007407407407407408,0.0,0.0,0.0,0.007407407407407408,0.02962962962962963,0.0,0.007407407407407408,0.0,0.11851851851851852,0.0,0.0,0.0
25,Jürg Stahl,Schweizerische Volkspartei (SVP),0.0,0.012195121951219513,0.018292682926829267,0.16463414634146342,0.036585365853658534,0.0,0.0,0.054878048780487805,0.0,0.0,0.006097560975609756,0.012195121951219513,0.024390243902439025,0.0,0.0,0.0,0.006097560975609756,0.012195121951219513,0.0,0.006097560975609756,0.0,0.0,0.0,0.006097560975609756,0.0,0.018292682926829267,0.0,0.0,0.0,0.0,0.012195121951219513,0.06707317073170732,0.0,0.0,0.018292682926829267,0.006097560975609756,0.018292682926829267,0.0,0.0,0.0,0.006097560975609756,0.006097560975609756,0.0,0.0,0.0,0.018292682926829267,0.0,0.0,0.036585365853658534,0.036585365853658534,0.0,0.036585365853658534,0.06097560975609756,0.03048780487804878,0.0,0.012195121951219513,0.0,0.0,0.054878048780487805,0.006097560975609756,0.006097560975609756,0.06707317073170732,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.006097560975609756,0.012195121951219513,0.0,0.0,0.006097560975609756,0.03048780487804878,0.012195121951219513,0.0,0.03048780487804878,0.0,0.0,0.0,0.0,0.006097560975609756
26,Lisbeth Fehr,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.02631578947368421,0.10526315789473684,0.0,0.0,0.0,0.0,0.13157894736842105,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.0,0.18421052631578946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Luzi Stamm,Schweizerische Volkspartei (SVP),0.0,0.015151515151515152,0.0,0.045454545454545456,0.030303030303030304,0.0,0.0,0.07575757575757576,0.0,0.0,0.0,0.030303030303030304,0.015151515151515152,0.0,0.0,0.0,0.015151515151515152,0.0,0.015151515151515152,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.015151515151515152,0.030303030303030304,0.030303030303030304,0.015151515151515152,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,0.06060606060606061,0.0,0.045454545454545456,0.0,0.0,0.0,0.030303030303030304,0.015151515151515152,0.030303030303030304,0.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.09090909090909091,0.015151515151515152,0.07575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0
28,Marcel Scherer,Schweizerische Volkspartei (SVP),0.0,0.0,0.009433962264150943,0.05660377358490566,0.0,0.0,0.0,0.10377358490566038,0.0,0.0,0.0,0.02830188679245283,0.0,0.05660377358490566,0.0,0.018867924528301886,0.009433962264150943,0.0,0.02830188679245283,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.04716981132075472,0.009433962264150943,0.0,0.08490566037735849,0.11320754716981132,0.08490566037735849,0.0,0.009433962264150943,0.0,0.0,0.04716981132075472,0.0,0.0,0.05660377358490566,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.04716981132075472,0.009433962264150943,0.009433962264150943,0.0,0.009433962264150943,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0
29,Max Binder,Schweizerische Volkspartei (SVP),0.0,0.012145748987854251,0.05668016194331984,0.09716599190283401,0.024291497975708502,0.004048582995951417,0.0,0.0728744939271255,0.0,0.0,0.0,0.020242914979757085,0.004048582995951417,0.008097165991902834,0.0,0.008097165991902834,0.03643724696356275,0.012145748987854251,0.016194331983805668,0.012145748987854251,0.0,0.0,0.0,0.004048582995951417,0.016194331983805668,0.032388663967611336,0.0,0.0,0.032388663967611336,0.004048582995951417,0.0,0.016194331983805668,0.008097165991902834,0.008097165991902834,0.004048582995951417,0.0,0.012145748987854251,0.0,0.004048582995951417,0.032388663967611336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012145748987854251,0.004048582995951417,0.0,0.1659919028340081,0.008097165991902834,0.020242914979757085,0.0,0.012145748987854251,0.0,0.0,0.012145748987854251,0.0,0.032388663967611336,0.0728744939271255,0.0,0.008097165991902834,0.004048582995951417,0.0,0.0,0.004048582995951417,0.004048582995951417,0.032388663967611336,0.0,0.008097165991902834,0.0,0.0,0.004048582995951417,0.0,0.004048582995951417,0.016194331983805668,0.004048582995951417,0.0,0.012145748987854251,0.0,0.0,0.0
30,Maximilian Reimann,Schweizerische Volkspartei (SVP),0.0,0.011961722488038277,0.009569377990430622,0.0023923444976076554,0.028708133971291867,0.0023923444976076554,0.014354066985645933,0.045454545454545456,0.0,0.0645933014354067,0.007177033492822967,0.01674641148325359,0.011961722488038277,0.009569377990430622,0.0,0.04066985645933014,0.011961722488038277,0.004784688995215311,0.0,0.004784688995215311,0.0,0.0,0.011961722488038277,0.0,0.0023923444976076554,0.03588516746411483,0.0,0.0,0.04066985645933014,0.0,0.0,0.0023923444976076554,0.009569377990430622,0.01674641148325359,0.01674641148325359,0.0,0.011961722488038277,0.0023923444976076554,0.0,0.004784688995215311,0.0430622009569378,0.011961722488038277,0.009569377990430622,0.004784688995215311,0.0,0.0,0.009569377990430622,0.0,0.03110047846889952,0.0,0.0,0.16267942583732056,0.0,0.0,0.0,0.0215311004784689,0.03827751196172249,0.0,0.0,0.0,0.0,0.08373205741626795,0.0,0.007177033492822967,0.011961722488038277,0.0,0.0,0.0,0.0023923444976076554,0.014354066985645933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07177033492822966,0.028708133971291867,0.0,0.0,0.004784688995215311
31,Otto Laubacher,Schweizerische Volkspartei (SVP),0.0,0.0,0.02040816326530612,0.08163265306122448,0.0,0.0,0.0,0.1836734693877551,0.0,0.0,0.0,0.0,0.04081632653061224,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.02040816326530612,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.02040816326530612,0.0,0.061224489795918366,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1836734693877551,0.04081632653061224,0.10204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0
32,Peter Föhn,Schweizerische Volkspartei (SVP),0.0,0.010810810810810811,0.005405405405405406,0.043243243243243246,0.010810810810810811,0.0,0.0,0.06486486486486487,0.0,0.005405405405405406,0.0,0.02702702702702703,0.0,0.010810810810810811,0.0,0.0,0.03783783783783784,0.0,0.0,0.010810810810810811,0.0,0.0,0.0,0.005405405405405406,0.010810810810810811,0.005405405405405406,0.0,0.0,0.032432432432432434,0.010810810810810811,0.0,0.016216216216216217,0.0,0.005405405405405406,0.0,0.0,0.005405405405405406,0.0,0.010810810810810811,0.010810810810810811,0.0,0.005405405405405406,0.005405405405405406,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.016216216216216217,0.0,0.3567567567567568,0.032432432432432434,0.010810810810810811,0.0,0.0,0.005405405405405406,0.0,0.03783783783783784,0.0,0.043243243243243246,0.005405405405405406,0.0972972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.005405405405405406,0.005405405405405406,0.016216216216216217,0.0,0.005405405405405406,0.0,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0
33,Peter Spuhler,Schweizerische Volkspartei (SVP),0.0,0.0,0.056818181818181816,0.13636363636363635,0.0,0.0,0.0,0.07954545454545454,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.011363636363636364,0.0,0.0,0.045454545454545456,0.0,0.0,0.022727272727272728,0.03409090909090909,0.011363636363636364,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.011363636363636364,0.0,0.0,0.056818181818181816,0.10227272727272728,0.011363636363636364,0.045454545454545456,0.03409090909090909,0.0,0.0,0.03409090909090909,0.0,0.022727272727272728,0.011363636363636364,0.0,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.011363636363636364,0.0,0.0,0.011363636363636364,0.011363636363636364,0.0,0.0,0.056818181818181816,0.011363636363636364,0.0,0.0,0.0,0.0
34,Rico Wenger,Schweizerische Volkspartei (SVP),0.0,0.0,0.012048192771084338,0.0,0.024096385542168676,0.0,0.0,0.0,0.0,0.03614457831325301,0.012048192771084338,0.024096385542168676,0.024096385542168676,0.012048192771084338,0.0,0.0,0.024096385542168676,0.012048192771084338,0.0,0.04819277108433735,0.0,0.0,0.060240963855421686,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.08433734939759036,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5421686746987951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.024096385542168676,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Robert Keller,Schweizerische Volkspartei (SVP),0.0,0.0078125,0.0078125,0.109375,0.0,0.0,0.0234375,0.03125,0.0,0.0,0.0,0.0546875,0.0,0.015625,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0234375,0.0,0.0,0.03125,0.015625,0.0,0.0,0.0,0.015625,0.0,0.015625,0.0078125,0.015625,0.0,0.0,0.0078125,0.0,0.0,0.0234375,0.015625,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0234375,0.0,0.0,0.328125,0.0078125,0.0078125,0.0,0.0078125,0.0,0.0,0.03125,0.0078125,0.0,0.046875,0.0,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.015625,0.015625,0.0,0.0,0.0,0.0,0.0234375,0.015625,0.0,0.0,0.0,0.0,0.0
36,Roland F. Borer,Schweizerische Volkspartei (SVP),0.0,0.0,0.039735099337748346,0.10596026490066225,0.026490066225165563,0.006622516556291391,0.006622516556291391,0.08609271523178808,0.0,0.0,0.0,0.019867549668874173,0.0,0.006622516556291391,0.0,0.0,0.019867549668874173,0.026490066225165563,0.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.019867549668874173,0.0,0.019867549668874173,0.0,0.0,0.033112582781456956,0.013245033112582781,0.006622516556291391,0.09271523178807947,0.0,0.013245033112582781,0.0,0.0,0.0,0.013245033112582781,0.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.013245033112582781,0.013245033112582781,0.019867549668874173,0.0,0.039735099337748346,0.052980132450331126,0.08609271523178808,0.006622516556291391,0.026490066225165563,0.0,0.0,0.026490066225165563,0.0,0.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.006622516556291391,0.006622516556291391,0.0,0.0,0.0,0.019867549668874173,0.013245033112582781,0.0,0.013245033112582781,0.019867549668874173,0.0,0.0,0.0,0.033112582781456956
37,Rudolf Joder,Schweizerische Volkspartei (SVP),0.009708737864077669,0.003236245954692557,0.009708737864077669,0.05825242718446602,0.0,0.0,0.0,0.07119741100323625,0.0,0.003236245954692557,0.0,0.03559870550161812,0.003236245954692557,0.003236245954692557,0.003236245954692557,0.0,0.019417475728155338,0.003236245954692557,0.019417475728155338,0.0,0.0,0.0,0.0,0.0,0.0,0.06796116504854369,0.003236245954692557,0.0,0.05825242718446602,0.0,0.0,0.05501618122977346,0.016181229773462782,0.02912621359223301,0.0,0.0,0.032362459546925564,0.0,0.0,0.0,0.0,0.032362459546925564,0.012944983818770227,0.03559870550161812,0.0,0.0,0.0,0.003236245954692557,0.02912621359223301,0.0,0.0,0.02912621359223301,0.016181229773462782,0.009708737864077669,0.003236245954692557,0.0,0.003236245954692557,0.0,0.06796116504854369,0.0,0.0,0.13915857605177995,0.0,0.006472491909385114,0.0,0.0,0.0,0.0,0.0,0.022653721682847898,0.003236245954692557,0.032362459546925564,0.0,0.0,0.0,0.0,0.006472491909385114,0.003236245954692557,0.016181229773462782,0.022653721682847898,0.0,0.0,0.0,0.0
38,Simon Schenk,Schweizerische Volkspartei (SVP),0.0,0.0,0.052083333333333336,0.08333333333333333,0.03125,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.010416666666666666,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.052083333333333336,0.0,0.010416666666666666,0.041666666666666664,0.052083333333333336,0.0,0.03125,0.0,0.0,0.0625,0.0,0.0625,0.09375,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.07291666666666667,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Theophil Pfister,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.07450980392156863,0.00392156862745098,0.0,0.0,0.07058823529411765,0.0,0.00392156862745098,0.0,0.03137254901960784,0.00784313725490196,0.054901960784313725,0.0,0.00784313725490196,0.00392156862745098,0.011764705882352941,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.0392156862745098,0.0,0.0,0.0196078431372549,0.011764705882352941,0.00392156862745098,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.0,0.0,0.0,0.00784313725490196,0.00392156862745098,0.00392156862745098,0.011764705882352941,0.0,0.23137254901960785,0.011764705882352941,0.0,0.0,0.011764705882352941,0.0,0.0,0.03529411764705882,0.0,0.00784313725490196,0.023529411764705882,0.07058823529411765,0.0392156862745098,0.023529411764705882,0.0,0.0,0.0,0.0,0.00392156862745098,0.03137254901960784,0.00392156862745098,0.00392156862745098,0.023529411764705882,0.023529411764705882,0.00392156862745098,0.0,0.0,0.03529411764705882,0.0,0.0196078431372549,0.0,0.0,0.0
40,This Jenny,Schweizerische Volkspartei (SVP),0.0,0.006134969325153374,0.015337423312883436,0.027607361963190184,0.0,0.015337423312883436,0.0,0.003067484662576687,0.0,0.0,0.0,0.04294478527607362,0.012269938650306749,0.027607361963190184,0.0,0.012269938650306749,0.0,0.015337423312883436,0.0,0.012269938650306749,0.006134969325153374,0.003067484662576687,0.0,0.003067484662576687,0.0,0.003067484662576687,0.0,0.0,0.03680981595092025,0.009202453987730062,0.003067484662576687,0.006134969325153374,0.009202453987730062,0.006134969325153374,0.03680981595092025,0.0,0.0,0.0,0.0,0.02147239263803681,0.04294478527607362,0.006134969325153374,0.003067484662576687,0.0,0.0,0.0,0.003067484662576687,0.003067484662576687,0.003067484662576687,0.0,0.0,0.401840490797546,0.024539877300613498,0.0,0.0,0.009202453987730062,0.003067484662576687,0.0,0.0,0.009202453987730062,0.018404907975460124,0.024539877300613498,0.0,0.06748466257668712,0.003067484662576687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012269938650306749,0.027607361963190184,0.0,0.0,0.003067484662576687
41,Toni Bortoluzzi,Schweizerische Volkspartei (SVP),0.0,0.01929260450160772,0.01929260450160772,0.0932475884244373,0.01929260450160772,0.006430868167202572,0.003215434083601286,0.03215434083601286,0.0,0.0,0.0,0.05144694533762058,0.003215434083601286,0.006430868167202572,0.0,0.003215434083601286,0.006430868167202572,0.02572347266881029,0.003215434083601286,0.00964630225080386,0.0,0.0,0.0,0.0,0.0,0.03215434083601286,0.0,0.0,0.01607717041800643,0.0,0.0,0.0707395498392283,0.003215434083601286,0.006430868167202572,0.003215434083601286,0.0,0.01929260450160772,0.0,0.0,0.003215434083601286,0.003215434083601286,0.003215434083601286,0.0,0.0,0.0,0.0,0.022508038585209004,0.0,0.01929260450160772,0.012861736334405145,0.0,0.1157556270096463,0.05144694533762058,0.01929260450160772,0.022508038585209004,0.006430868167202572,0.006430868167202572,0.0,0.028938906752411574,0.01929260450160772,0.0,0.07395498392282958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003215434083601286,0.02572347266881029,0.00964630225080386,0.0,0.0,0.0,0.006430868167202572,0.00964630225080386,0.0,0.006430868167202572,0.003215434083601286,0.01607717041800643,0.0,0.0,0.05787781350482315
42,Toni Brunner,Schweizerische Volkspartei (SVP),0.0,0.0,0.006802721088435374,0.08163265306122448,0.006802721088435374,0.0,0.0,0.034013605442176874,0.0,0.0,0.0,0.013605442176870748,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.0,0.013605442176870748,0.0,0.02040816326530612,0.0,0.0,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.0,0.006802721088435374,0.0,0.0,0.006802721088435374,0.0,0.006802721088435374,0.027210884353741496,0.006802721088435374,0.0,0.272108843537415,0.04081632653061224,0.013605442176870748,0.0,0.013605442176870748,0.0,0.0,0.07482993197278912,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.0,0.013605442176870748,0.0,0.0,0.0,0.0,0.12244897959183673,0.0,0.006802721088435374,0.02040816326530612,0.0,0.0,0.006802721088435374,0.006802721088435374,0.0,0.0,0.006802721088435374,0.02040816326530612,0.06802721088435375,0.0,0.0,0.0
43,Ueli Maurer,Schweizerische Volkspartei (SVP),0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.06451612903225806,0.0,0.0,0.0,0.0,0.06451612903225806,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.03225806451612903,0.0,0.06451612903225806,0.0,0.0,0.0,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Ulrich Giezendanner,Schweizerische Volkspartei (SVP),0.0,0.015625,0.046875,0.078125,0.0,0.0,0.0,0.015625,0.0,0.0,0.015625,0.015625,0.046875,0.0,0.0,0.0,0.0,0.015625,0.0,0.015625,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.15625,0.015625,0.0,0.046875,0.0,0.0,0.109375,0.0,0.0,0.0,0.046875,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.109375,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.046875,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.015625,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Ulrich Schlüer,Schweizerische Volkspartei (SVP),0.0,0.0,0.003968253968253968,0.051587301587301584,0.003968253968253968,0.0,0.023809523809523808,0.007936507936507936,0.0,0.015873015873015872,0.0,0.003968253968253968,0.0,0.011904761904761904,0.0,0.003968253968253968,0.003968253968253968,0.05555555555555555,0.003968253968253968,0.011904761904761904,0.003968253968253968,0.0,0.01984126984126984,0.0,0.0,0.0,0.003968253968253968,0.0,0.047619047619047616,0.007936507936507936,0.003968253968253968,0.06746031746031746,0.0,0.003968253968253968,0.031746031746031744,0.0,0.003968253968253968,0.003968253968253968,0.0,0.011904761904761904,0.08333333333333333,0.0,0.0,0.011904761904761904,0.0,0.0,0.05952380952380952,0.0,0.0,0.03571428571428571,0.0,0.12698412698412698,0.01984126984126984,0.011904761904761904,0.003968253968253968,0.0,0.0,0.0,0.07539682539682539,0.0,0.0,0.011904761904761904,0.003968253968253968,0.015873015873015872,0.0,0.0,0.0,0.0,0.011904761904761904,0.003968253968253968,0.011904761904761904,0.023809523809523808,0.0,0.007936507936507936,0.0,0.0,0.003968253968253968,0.003968253968253968,0.007936507936507936,0.003968253968253968,0.047619047619047616,0.0,0.0,0.0
