27,Schweizerische Volkspartei (SVP),Jean Henri Dunant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Schweizerische Volkspartei (SVP),Josef Kunz,0,0,0,0,2,7,22,0,0,2,0,0,0,1,1,0,0,0,0,2,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,2,1,0,1,9,0,2,0,0,5,0,0,6,0,0,0,0,0,2,0,4,1,0,0,0,1,1,2,2,0,0,0,0,8,1,1,0,0,0,0,0,0,7,3,0,0,0,1,0,11,7,1,0,0,0,1,1,2,0,0,21,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,Schweizerische Volkspartei (SVP),Jürg Stahl,1,0,0,1,1,3,9,0,0,11,0,0,0,1,1,1,3,1,0,4,0,0,1,0,1,1,0,0,0,1,1,0,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,2,7,1,2,0,0,2,1,1,3,0,0,0,0,0,1,1,2,0,2,0,0,0,2,3,0,0,0,0,0,1,6,26,0,1,0,3,0,5,1,0,1,0,0,0,2,1,0,0,12,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,4,0,0,1,3,2,6,0,0,4,0,0,3,0,0,0,1,1,2,1
30,Schweizerische Volkspartei (SVP),Lieni Füglistaller,13,0,0,4,2,6,31,0,0,20,0,0,0,1,0,3,2,5,0,14,12,3,5,5,1,4,1,1,4,1,0,0,4,2,0,0,2,0,2,1,0,0,2,0,10,0,0,0,1,3,0,0,0,7,0,5,0,0,1,0,2,1,0,0,6,0,0,1,0,9,1,0,0,1,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,0,0,15,14,0,2,0,3,0,43,3,1,2,0,0,3,1,5,0,0,9,0,1,6,1,1,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,6,0,0,0,0,3,3,2,0,3,1,0,2,3,0,0,0,2,2,0
31,Schweizerische Volkspartei (SVP),Lukas Reimann,0,0,0,2,0,0,3,0,0,5,0,3,0,0,0,0,0,0,4,1,8,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,2,0,0,0,0,2,0,1,0,0,0,4,0,0,0,1,2,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0
32,Schweizerische Volkspartei (SVP),Luzi Stamm,4,0,0,0,1,9,25,0,0,8,0,0,0,1,1,2,0,0,0,5,11,0,1,1,0,3,1,0,0,0,1,1,0,0,7,0,0,0,0,18,0,1,2,0,3,0,0,1,0,9,0,1,2,35,0,12,3,0,6,1,0,4,7,7,3,2,0,0,4,2,23,0,0,9,0,1,18,8,2,1,0,1,0,3,0,12,0,0,0,6,1,2,18,0,0,0,2,0,5,2,0,2,0,0,0,0,1,0,0,2,0,0,17,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,1,0,0,0,0,2,0,0,2,3,0,0,10,4,9,0
33,Schweizerische Volkspartei (SVP),Marcel Scherer,0,0,0,2,1,0,5,1,0,3,0,0,0,1,1,0,0,0,0,4,2,0,6,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,7,9,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,6,7,0,0,0,0,0,2,5,0,1,0,0,1,2,2,0,0,0,0,0,0,4,12,0,0,0,1,0,1,0,1,3,0,0,0,2,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,3,0,1,3,0,0,0,0,0,0,2,0,0,0,5,1,0,0
34,Schweizerische Volkspartei (SVP),Max Binder,11,0,0,0,1,5,30,0,0,30,1,0,0,5,9,2,0,3,1,1,0,1,0,3,0,1,0,1,0,1,11,0,3,0,1,0,1,0,1,0,0,0,4,0,5,0,0,0,1,3,1,3,0,18,0,3,0,0,10,0,6,14,2,4,3,1,0,1,0,31,4,0,0,2,0,0,0,0,0,2,0,5,7,14,5,0,0,0,0,0,0,19,15,0,3,0,4,0,26,2,2,1,0,0,0,1,2,0,0,2,0,20,13,0,0,0,2,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,12,1,0,0,0,0,0,2,0,2,0,0,2,11,0,0,0,0,0,0,4,1,0
35,Schweizerische Volkspartei (SVP),Maximilian Reimann,0,0,0,1,0,2,3,0,0,1,3,0,0,0,4,1,0,2,0,1,5,0,0,4,1,1,1,0,0,3,0,0,3,2,0,0,1,0,5,5,1,3,4,0,0,1,1,2,0,8,3,0,6,50,2,3,0,1,14,0,2,0,1,1,4,0,0,2,1,55,7,0,0,0,0,0,6,5,3,3,0,2,0,0,0,2,0,0,0,0,1,0,5,0,0,0,0,0,12,1,0,5,0,6,2,0,2,1,0,0,0,1,15,0,0,0,1,0,0,7,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,1,0,0,0,0,9,0
36,Schweizerische Volkspartei (SVP),Natalie Rickli,0,0,0,2,0,0,5,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,8,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,4,0,0,0,1,0,0,0,2,1,0,0,1,1,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,2,0,0,1,1,0,9,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0
37,Schweizerische Volkspartei (SVP),Oskar Freysinger,1,0,0,1,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,3,0,4,0,0,5,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0
38,Schweizerische Volkspartei (SVP),Peter Föhn,1,0,0,0,0,0,2,2,0,8,1,2,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,1,0,6,0,1,0,0,6,0,0,1,0,2,0,0,0,1,1,16,0,0,0,0,0,0,0,1,0,0,8,1,2,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
39,Schweizerische Volkspartei (SVP),Peter Spuhler,1,0,0,0,0,2,10,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,9,0,2,0,0,0,1,0,0,1,0,2,1,0,0,0,1,1,0,0,2,0,1,2,0,8,0,3,12,0,7,0,0,4,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,7,0,1,8,0,1,2,1,0,17,1,0,3,9,1,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,3,0,0,0,1,0,2,0,0,0,0,0,5,1
40,Schweizerische Volkspartei (SVP),Pirmin Schwander,5,0,0,1,1,4,36,0,0,51,0,1,9,0,1,0,0,0,0,13,30,14,7,16,3,3,4,0,7,1,0,0,3,1,4,1,2,0,1,0,0,1,1,0,1,0,5,1,2,16,0,0,1,31,0,7,0,0,17,0,5,27,8,22,10,23,0,0,4,8,14,0,0,3,0,3,7,13,1,1,5,0,12,0,1,10,1,4,0,3,1,14,3,0,4,0,0,0,67,28,1,0,1,3,4,1,5,0,0,34,0,0,31,0,0,0,3,1,0,7,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,2,0,1,1,5,5,6,3,0,1,6,0,3,4,0,0,6,5,8,0
41,Schweizerische Volkspartei (SVP),Roland F. Borer,1,2,0,2,1,6,6,4,1,8,0,0,0,0,0,0,1,0,0,2,1,0,0,4,2,1,1,0,0,0,1,0,1,2,1,10,0,0,0,0,0,0,1,0,2,0,0,0,1,3,2,1,1,9,0,14,0,0,3,0,0,10,0,0,0,0,0,1,2,15,14,0,1,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,3,1,0,1,0,0,0,4,0,0,1,0,0,2,5,0,0,0,4,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4
42,Schweizerische Volkspartei (SVP),Rudolf Joder,2,0,0,2,0,2,7,0,0,11,0,0,0,0,0,0,0,0,1,7,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,2,0,0,0,0,3,0,0,10,0,3,3,0,0,0,1,2,0,0,0,0,0,1,0,7,0,2,0,0,2,1,2,1,0,0,0,0,0,0,8,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,5,0,0,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,2,0,0,1,1,0,0
43,Schweizerische Volkspartei (SVP),Sebastian Frehner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
44,Schweizerische Volkspartei (SVP),Simon Schenk,11,0,0,1,3,3,9,0,0,28,0,0,0,1,0,1,4,0,2,14,0,5,1,2,0,0,1,0,0,2,2,0,3,0,0,0,0,4,1,0,0,0,0,0,3,0,0,1,2,1,0,1,1,3,0,2,0,0,1,0,2,5,0,0,2,0,0,3,3,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,6,0,4,0,0,0,3,0,0,0,9,0,1,0,0,33,0,1,8,0,6,0,0,0,0,3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,32,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
45,Schweizerische Volkspartei (SVP),Sylvia Flückiger-Bäni,1,6,0,0,1,2,8,3,0,18,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,9,0,0,2,2,0,0,1,0,0,0,3,2,0,1,5,0,0,0,0,4,5,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,7,0,0,22,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,3,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0
46,Schweizerische Volkspartei (SVP),Theophil Pfister,3,0,0,1,1,5,20,0,0,23,0,0,0,0,1,0,0,1,1,6,2,0,1,7,1,5,0,1,2,0,3,0,2,0,2,1,0,0,0,4,0,0,2,0,4,0,0,0,0,0,0,0,1,6,0,12,0,0,16,0,1,4,8,0,13,1,0,2,0,5,16,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,1,0,3,10,0,8,0,1,0,19,10,0,0,0,0,0,0,2,0,0,9,1,0,1,0,13,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,1,1,10,1,4,3,1,4,3,0,0,0,0,7,4,0,0,0,0,0,0
47,Schweizerische Volkspartei (SVP),This Jenny,1,0,0,5,0,2,11,1,0,0,0,0,1,0,0,0,0,3,0,7,1,0,1,2,0,4,4,0,0,2,0,0,0,1,2,1,1,0,0,0,0,0,2,0,1,5,0,0,0,4,1,0,2,16,1,12,0,0,12,0,7,8,2,4,0,3,0,0,4,37,21,0,0,0,0,0,6,4,6,3,0,10,0,0,2,0,1,0,0,0,4,5,3,0,0,0,2,0,36,15,0,55,0,1,6,7,6,0,0,0,13,6,5,0,0,0,3,2,0,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,6,12,0
48,Schweizerische Volkspartei (SVP),Thomas Fuchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,Schweizerische Volkspartei (SVP),Thomas Hurter,0,8,0,2,3,3,14,1,1,14,1,0,0,0,0,1,0,1,7,0,13,0,0,1,2,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,1,9,0,0,0,1,4,0,0,9,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,8,0,0,0,1,0,5,0,1,0,0,2,0,3,1,0,0,7,0,4,5,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,2,2,0,0,2,1,1,0,0,1,1,0,2,0,0,0,0,0,1,0
50,Schweizerische Volkspartei (SVP),Thomas Müller,1,0,0,0,1,4,15,0,0,13,1,0,0,1,5,1,1,1,0,0,0,0,0,2,2,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,1,2,1,2,2,0,0,1,0,4,3,0,0,1,0,0,3,1,0,0,0,0,0,4,0,3,0,0,0,2,0,10,7,0,0,1,1,0,15,0,3,0,0,0,0,0,3,0,0,0,1,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4
51,Schweizerische Volkspartei (SVP),Toni Bortoluzzi,0,6,0,0,0,18,16,0,3,12,6,0,0,5,2,2,11,2,0,7,2,0,6,2,2,1,4,1,0,0,1,0,3,4,2,3,0,0,0,0,0,0,1,0,4,0,0,0,0,13,0,1,0,5,0,6,0,0,6,0,4,16,1,3,0,0,0,0,1,16,8,0,0,0,1,0,1,11,4,0,0,1,1,6,1,4,0,0,0,1,4,15,13,0,3,0,5,0,30,9,0,11,2,2,1,1,3,0,0,4,0,0,26,0,0,6,3,2,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,1,0,0,3,0,2,11,0,5,0,0,0,1,7,2,12
52,Schweizerische Volkspartei (SVP),Toni Brunner,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,8,0,0,1,0,1,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,1,0,2,0,1,0,0,0,2,7,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,6,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,1,1,0,1,0,0,0,0,0,0,4,0,0,2,1,0,0,1,1,1,0
53,Schweizerische Volkspartei (SVP),Ueli Maurer,2,8,0,7,2,21,48,0,15,15,2,0,0,0,13,0,0,6,3,23,1,0,15,14,10,31,3,18,0,1,9,1,5,2,1,4,0,0,1,0,4,0,3,0,34,1,0,0,3,2,6,20,0,2,0,0,2,1,11,2,22,51,15,4,4,2,2,1,4,1,1,8,15,0,5,0,0,1,5,4,0,1,3,2,11,4,0,0,0,6,13,22,32,0,0,0,5,0,121,4,21,6,1,5,21,9,92,9,0,1,2,3,6,0,0,0,5,3,7,13,0,117,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,29,0,13,0,0,0,2,11,7,0
54,Schweizerische Volkspartei (SVP),Ulrich Giezendanner,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,8,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0
55,Schweizerische Volkspartei (SVP),Ulrich Schlüer,0,0,0,0,0,3,1,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,2,0,0,0,5,0,1,2,0,0,0,0,7,0,0,1,0,1,16,0,3,0,0,0,0,2,6,0,2,0,1,0,1,0,4,10,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,8,0,0,3,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0
56,Schweizerische Volkspartei (SVP),Walter Glur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
57,Schweizerische Volkspartei (SVP),Walter Wobmann,1,0,0,0,0,3,5,0,0,3,0,2,0,0,0,0,0,0,0,3,2,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,10,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,1,1,3,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0
58,Schweizerische Volkspartei (SVP),Yvette Estermann,0,1,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,3,0,0,2,1,0,5,0,0,2,0,0,3,0,0,2,1,0,2,0,0,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,1,0,0,0
59,Sozialdemokratische Partei der Schweiz (SP),Andrea Hämmerle,1,0,0,2,1,5,23,1,0,9,0,0,0,0,3,1,0,2,0,1,1,9,1,1,0,0,0,0,0,0,6,0,1,1,1,1,0,0,0,0,0,0,1,0,2,0,0,19,4,1,0,0,3,8,0,0,0,0,4,1,0,1,1,3,1,0,0,2,0,5,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,2,1,1,0,0,1,10,5,0,0,0,2,0,6,1,1,0,1,2,0,2,2,0,7,0,0,10,7,0,0,0,0,0,4,2,4,0,0,0,0,0,1,0,0,4,4,1,0,0,1,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,3,0
60,Sozialdemokratische Partei der Schweiz (SP),Andreas Gross,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,23,0,0,2,0,0,0,0,0,0,4,0,1,0,4,0,0,0,0,0,8,0,3,0,0,1,0,2,1,4,1,0,0,0,3,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,2,0
61,Sozialdemokratische Partei der Schweiz (SP),André Daguet,1,0,0,0,1,2,5,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,2,3,4,1,3,0,3,0,0,0,0,4,0,0,1,0,0,2,4,1,0,0,0,0,1,1,4,0,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0
62,Sozialdemokratische Partei der Schweiz (SP),Andy Tschümperlin,2,0,0,0,1,0,8,1,0,16,0,8,0,1,2,0,0,0,1,1,1,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,5,0,0,6,0,0,0,0,0,3,4,1,3,10,0,0,0,2,0,1,0,1,4,0,0,2,0,1,7,0,0,1,0,2,0,0,0,0,0,0,0,8,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,1,33,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0
63,Sozialdemokratische Partei der Schweiz (SP),Anita Fetz,1,0,0,2,0,10,23,0,0,19,1,4,0,0,12,7,8,4,4,6,10,2,1,7,3,2,5,0,9,4,0,0,3,18,4,8,6,0,1,3,2,2,11,0,6,4,0,0,1,10,4,0,0,27,0,4,0,0,4,15,27,37,2,1,4,13,0,2,3,32,10,0,0,0,0,1,1,6,12,2,0,3,0,3,2,2,14,5,0,0,5,0,7,0,0,0,2,0,146,2,0,5,4,34,5,11,16,0,0,0,5,2,13,1,13,2,5,5,0,31,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,2,0,13,0,0,0,14,7,31,6
64,Sozialdemokratische Partei der Schweiz (SP),Anita Thanei,1,0,0,0,0,3,16,3,0,11,0,2,0,3,1,0,0,0,0,2,34,0,6,1,0,1,0,0,0,0,3,0,0,5,0,9,0,0,0,0,0,0,0,3,5,0,0,0,1,18,0,0,0,4,0,0,5,0,0,0,0,2,7,20,3,0,0,0,2,0,0,0,0,1,0,1,4,18,0,1,0,4,0,3,1,12,0,2,0,17,0,25,17,2,0,0,0,30,0,12,1,1,4,0,0,0,1,0,41,0,0,0,29,1,0,0,0,1,0,0,0,0,0,0,2,0,2,2,1,12,0,0,0,0,0,8,7,4,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0,0,4,3,1,1
